,Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Total.Passengers
1700,CESSNA,150L,26.0,20.0,21.0,84.0,151.0
1701,CESSNA,150M,16.0,14.0,25.0,98.0,153.0
1702,CESSNA,152,67.0,49.0,47.0,453.0,616.0
1703,CESSNA,152(II),0.0,0.0,0.0,1.0,1.0
1704,CESSNA,152-II,0.0,0.0,0.0,2.0,2.0
1705,CESSNA,152A,0.0,0.0,0.0,1.0,1.0
1706,CESSNA,152G,0.0,0.0,0.0,2.0,2.0
1707,CESSNA,152II,0.0,0.0,1.0,4.0,5.0
1708,CESSNA,152K,0.0,1.0,0.0,1.0,2.0
1709,CESSNA,162,0.0,2.0,2.0,7.0,11.0
1710,CESSNA,170,8.0,12.0,15.0,112.0,147.0
1711,CESSNA,170-B,0.0,1.0,0.0,3.0,4.0
1712,CESSNA,170A,4.0,7.0,4.0,51.0,66.0
1713,CESSNA,170B,12.0,19.0,22.0,179.0,232.0
1714,CESSNA,172,237.0,185.0,133.0,995.0,1550.0
1715,CESSNA,172-F,0.0,2.0,0.0,0.0,2.0
1716,CESSNA,172-H,0.0,0.0,0.0,2.0,2.0
1717,CESSNA,172-M,4.0,1.0,1.0,0.0,6.0
1718,CESSNA,172-N,0.0,0.0,0.0,5.0,5.0
1719,CESSNA,172-P,1.0,0.0,0.0,1.0,2.0
1720,CESSNA,172-R,0.0,0.0,0.0,3.0,3.0
1721,CESSNA,172-S,2.0,0.0,0.0,3.0,5.0
1722,CESSNA,172A,1.0,12.0,5.0,16.0,34.0
1723,CESSNA,172B,1.0,4.0,4.0,24.0,33.0
1724,CESSNA,172C,2.0,3.0,5.0,8.0,18.0
1725,CESSNA,172D,1.0,4.0,3.0,22.0,30.0
1726,CESSNA,172E,1.0,7.0,10.0,25.0,43.0
1727,CESSNA,172F,8.0,13.0,7.0,29.0,57.0
1728,CESSNA,172G,3.0,8.0,5.0,31.0,47.0
1729,CESSNA,172H,10.0,13.0,15.0,57.0,95.0
1730,CESSNA,172I,1.0,1.0,3.0,14.0,19.0
1731,CESSNA,172J,0.0,0.0,0.0,1.0,1.0
1732,CESSNA,172K,21.0,10.0,18.0,76.0,125.0
1733,CESSNA,172L,10.0,8.0,3.0,44.0,65.0
1734,CESSNA,172M,63.0,52.0,49.0,362.0,526.0
1735,CESSNA,172N,108.0,62.0,57.0,367.0,594.0
1736,CESSNA,172P,25.0,27.0,27.0,264.0,343.0
1737,CESSNA,172PII,0.0,0.0,0.0,1.0,1.0
1738,CESSNA,172PROBERTSONSTOL,0.0,0.0,0.0,2.0,2.0
1739,CESSNA,172Q,0.0,0.0,0.0,2.0,2.0
1740,CESSNA,172R,18.0,10.0,9.0,118.0,155.0
1741,CESSNA,172RG,9.0,9.0,8.0,101.0,127.0
1742,CESSNA,172S,48.0,28.0,24.0,324.0,424.0
1743,CESSNA,172SKYHAWK,0.0,0.0,1.0,0.0,1.0
1744,CESSNA,172SP,0.0,0.0,0.0,24.0,24.0
1745,CESSNA,172XP,0.0,0.0,2.0,8.0,10.0
1746,CESSNA,175,8.0,9.0,13.0,45.0,75.0
1747,CESSNA,175A,0.0,1.0,1.0,13.0,15.0
1748,CESSNA,175B,0.0,1.0,0.0,7.0,8.0
1749,CESSNA,175C,0.0,3.0,0.0,1.0,4.0
1750,CESSNA,177,24.0,35.0,28.0,121.0,208.0
1751,CESSNA,177A,4.0,6.0,0.0,10.0,20.0
1752,CESSNA,177B,12.0,17.0,7.0,45.0,81.0
1753,CESSNA,177RG,16.0,24.0,10.0,76.0,126.0
1754,CESSNA,180,22.0,35.0,26.0,348.0,431.0
1755,CESSNA,180-B,0.0,0.0,0.0,1.0,1.0
1757,CESSNA,180A,1.0,2.0,2.0,35.0,40.0
1758,CESSNA,180B,5.0,4.0,0.0,6.0,15.0
1759,CESSNA,180C,0.0,0.0,0.0,12.0,12.0
1760,CESSNA,180D,2.0,1.0,1.0,10.0,14.0
1761,CESSNA,180E,0.0,0.0,0.0,5.0,5.0
1762,CESSNA,180F,1.0,0.0,0.0,8.0,9.0
1763,CESSNA,180G,0.0,1.0,2.0,9.0,12.0
1764,CESSNA,180H,2.0,5.0,6.0,51.0,64.0
1765,CESSNA,180J,0.0,1.0,4.0,49.0,54.0
1766,CESSNA,180K,2.0,4.0,3.0,29.0,38.0
1767,CESSNA,180KII,0.0,0.0,0.0,2.0,2.0
1768,CESSNA,180M,0.0,0.0,0.0,4.0,4.0
1769,CESSNA,182,167.0,89.0,64.0,379.0,699.0
1770,CESSNA,182-L,1.0,0.0,0.0,0.0,1.0
1771,CESSNA,182-P,1.0,1.0,1.0,0.0,3.0
1772,CESSNA,182-Q,1.0,0.0,0.0,0.0,1.0
1773,CESSNA,182-R,1.0,0.0,0.0,0.0,1.0
1774,CESSNA,182A,20.0,20.0,10.0,82.0,132.0
1775,CESSNA,182B,22.0,5.0,10.0,22.0,59.0
1776,CESSNA,182C,11.0,9.0,4.0,24.0,48.0
1777,CESSNA,182D,4.0,4.0,3.0,32.0,43.0
1778,CESSNA,182E,8.0,4.0,9.0,32.0,53.0
1779,CESSNA,182F,6.0,9.0,1.0,35.0,51.0
1780,CESSNA,182G,6.0,12.0,3.0,19.0,40.0
1781,CESSNA,182H,8.0,5.0,3.0,36.0,52.0
1782,CESSNA,182J,6.0,9.0,2.0,41.0,58.0
1783,CESSNA,182K,6.0,8.0,4.0,29.0,47.0
1784,CESSNA,182L,16.0,10.0,5.0,25.0,56.0
1785,CESSNA,182M,15.0,8.0,5.0,22.0,50.0
1786,CESSNA,182N,6.0,0.0,3.0,27.0,36.0
1787,CESSNA,182P,24.0,25.0,36.0,122.0,207.0
1788,CESSNA,182Q,34.0,11.0,9.0,78.0,132.0
1789,CESSNA,182QII,0.0,0.0,0.0,2.0,2.0
1790,CESSNA,182R,9.0,1.0,2.0,22.0,34.0
1791,CESSNA,182RG,0.0,0.0,2.0,13.0,15.0
1792,CESSNA,182S,5.0,1.0,1.0,29.0,36.0
1793,CESSNA,182T,10.0,3.0,4.0,54.0,71.0
1794,CESSNA,183P,0.0,0.0,0.0,2.0,2.0
1795,CESSNA,185,19.0,3.0,1.0,95.0,118.0
1796,CESSNA,185-E,0.0,0.0,0.0,2.0,2.0
1797,CESSNA,185A,0.0,3.0,2.0,5.0,10.0
1798,CESSNA,185B,0.0,0.0,0.0,3.0,3.0
1799,CESSNA,185D,0.0,0.0,0.0,1.0,1.0
1800,CESSNA,185E,0.0,0.0,0.0,7.0,7.0
1801,CESSNA,185F,3.0,1.0,4.0,21.0,29.0
1802,CESSNA,188,4.0,3.0,3.0,17.0,27.0
1803,CESSNA,188-UNDESIGNAT,0.0,0.0,0.0,1.0,1.0
1804,CESSNA,188A,0.0,0.0,0.0,2.0,2.0
1805,CESSNA,188B,0.0,5.0,2.0,10.0,17.0
1806,CESSNA,188T,0.0,0.0,0.0,1.0,1.0
1807,CESSNA,190,0.0,2.0,0.0,16.0,18.0
1808,CESSNA,195,1.0,4.0,3.0,66.0,74.0
1809,CESSNA,195A,1.0,2.0,0.0,25.0,28.0
1810,CESSNA,195B,0.0,4.0,0.0,13.0,17.0
1811,CESSNA,205,14.0,1.0,3.0,12.0,30.0
1812,CESSNA,205-UNDESIGNAT,0.0,0.0,0.0,2.0,2.0
1813,CESSNA,205A,0.0,1.0,0.0,2.0,3.0
1814,CESSNA,206,33.0,12.0,8.0,61.0,114.0
1815,CESSNA,206-5,0.0,0.0,0.0,3.0,3.0
1816,CESSNA,206-F,0.0,0.0,0.0,1.0,1.0
1817,CESSNA,206-H,0.0,2.0,0.0,0.0,2.0
1818,CESSNA,206B,0.0,0.0,0.0,1.0,1.0
1819,CESSNA,206F,0.0,0.0,2.0,6.0,8.0
1820,CESSNA,206G,1.0,1.0,2.0,3.0,7.0
1821,CESSNA,206H,8.0,0.0,0.0,6.0,14.0
1822,CESSNA,207,15.0,14.0,9.0,66.0,104.0
1823,CESSNA,207A,2.0,12.0,5.0,39.0,58.0
1824,CESSNA,208,116.0,35.0,42.0,224.0,417.0
1825,CESSNA,208B,92.0,45.0,41.0,206.0,384.0
1827,CESSNA,210,63.0,23.0,19.0,133.0,238.0
1828,CESSNA,210-5,4.0,2.0,0.0,10.0,16.0
1829,CESSNA,210-5(205),2.0,4.0,3.0,7.0,16.0
1830,CESSNA,210-5A,0.0,0.0,0.0,5.0,5.0
1831,CESSNA,210-N,0.0,0.0,0.0,4.0,4.0
1832,CESSNA,2105,3.0,0.0,0.0,0.0,3.0
1833,CESSNA,2105(205),0.0,1.0,0.0,6.0,7.0
1834,CESSNA,2105A(205A),0.0,1.0,0.0,4.0,5.0
1835,CESSNA,210A,3.0,6.0,0.0,14.0,23.0
1836,CESSNA,210B,2.0,0.0,0.0,9.0,11.0
1837,CESSNA,210C,2.0,0.0,0.0,4.0,6.0
1838,CESSNA,210D,3.0,4.0,3.0,7.0,17.0
1839,CESSNA,210E,4.0,3.0,0.0,19.0,26.0
1840,CESSNA,210F,2.0,0.0,0.0,6.0,8.0
1841,CESSNA,210G,4.0,0.0,3.0,4.0,11.0
1842,CESSNA,210H,5.0,0.0,0.0,4.0,9.0
1843,CESSNA,210J,2.0,2.0,1.0,3.0,8.0
1844,CESSNA,210K,6.0,0.0,0.0,7.0,13.0
1845,CESSNA,210L,21.0,11.0,10.0,27.0,69.0
1846,CESSNA,210M,15.0,0.0,5.0,6.0,26.0
1847,CESSNA,210N,10.0,1.0,5.0,13.0,29.0
1848,CESSNA,305,2.0,2.0,0.0,17.0,21.0
1849,CESSNA,305(L-19),0.0,0.0,0.0,2.0,2.0
1850,CESSNA,305-A,0.0,0.0,0.0,1.0,1.0
1851,CESSNA,305-C,0.0,0.0,0.0,1.0,1.0
1852,CESSNA,305A,2.0,3.0,2.0,35.0,42.0
1853,CESSNA,305C(0-1E),0.0,0.0,0.0,1.0,1.0
1854,CESSNA,305C(01E),0.0,1.0,0.0,2.0,3.0
1855,CESSNA,305F,0.0,0.0,0.0,1.0,1.0
1856,CESSNA,31,0.0,0.0,0.0,5.0,5.0
1857,CESSNA,310,25.0,7.0,3.0,40.0,75.0
1858,CESSNA,310-J,0.0,0.0,0.0,1.0,1.0
1859,CESSNA,310A,0.0,0.0,0.0,2.0,2.0
1860,CESSNA,310B,5.0,0.0,0.0,3.0,8.0
1861,CESSNA,310C,2.0,1.0,1.0,10.0,14.0
1862,CESSNA,310D,0.0,0.0,0.0,3.0,3.0
1863,CESSNA,310F,2.0,1.0,1.0,4.0,8.0
1864,CESSNA,310G,0.0,0.0,0.0,2.0,2.0
1865,CESSNA,310H,8.0,0.0,0.0,0.0,8.0
1866,CESSNA,310I,2.0,1.0,2.0,8.0,13.0
1867,CESSNA,310J,1.0,2.0,0.0,9.0,12.0
1868,CESSNA,310K,0.0,0.0,1.0,14.0,15.0
1869,CESSNA,310L,0.0,0.0,0.0,3.0,3.0
1870,CESSNA,310N,1.0,0.0,4.0,7.0,12.0
1871,CESSNA,310P,0.0,0.0,2.0,12.0,14.0
1872,CESSNA,310Q,4.0,1.0,2.0,26.0,33.0
1873,CESSNA,310R,39.0,8.0,5.0,53.0,105.0
1874,CESSNA,320,3.0,0.0,0.0,3.0,6.0
1875,CESSNA,320A,0.0,0.0,0.0,1.0,1.0
1876,CESSNA,320B,3.0,0.0,0.0,0.0,3.0
1877,CESSNA,320C,0.0,0.0,0.0,5.0,5.0
1878,CESSNA,320D,15.0,0.0,0.0,0.0,15.0
1879,CESSNA,320E,6.0,1.0,0.0,0.0,7.0
1880,CESSNA,320F,3.0,0.0,0.0,3.0,6.0
1881,CESSNA,335,4.0,0.0,0.0,0.0,4.0
1882,CESSNA,336,1.0,0.0,1.0,1.0,3.0
1883,CESSNA,337,17.0,1.0,4.0,12.0,34.0
1884,CESSNA,337A,2.0,0.0,2.0,0.0,4.0
1885,CESSNA,337B,0.0,0.0,0.0,4.0,4.0
1886,CESSNA,337C,1.0,0.0,0.0,0.0,1.0
1887,CESSNA,337D,3.0,0.0,0.0,1.0,4.0
1888,CESSNA,337F,0.0,0.0,1.0,1.0,2.0
1889,CESSNA,337G,5.0,5.0,0.0,4.0,14.0
1890,CESSNA,340,30.0,0.0,1.0,37.0,68.0
1891,CESSNA,340A,32.0,4.0,3.0,36.0,75.0
1892,CESSNA,350,0.0,0.0,0.0,5.0,5.0
1893,CESSNA,400,2.0,2.0,0.0,0.0,4.0
1894,CESSNA,401,25.0,2.0,5.0,8.0,40.0
1895,CESSNA,401A,7.0,4.0,4.0,2.0,17.0
1896,CESSNA,401B,0.0,0.0,0.0,5.0,5.0
1897,CESSNA,402,13.0,8.0,6.0,71.0,98.0
1898,CESSNA,402A,1.0,0.0,0.0,15.0,16.0
1899,CESSNA,402B,14.0,3.0,9.0,38.0,64.0
1900,CESSNA,402C,7.0,0.0,7.0,78.0,92.0
1901,CESSNA,404,7.0,3.0,3.0,14.0,27.0
1902,CESSNA,411,8.0,4.0,0.0,0.0,12.0
1903,CESSNA,411A,1.0,0.0,0.0,1.0,2.0
1904,CESSNA,414,21.0,10.0,12.0,28.0,71.0
1905,CESSNA,414A,25.0,0.0,6.0,21.0,52.0
1906,CESSNA,421,18.0,10.0,0.0,26.0,54.0
1907,CESSNA,421-C,4.0,0.0,0.0,0.0,4.0
1908,CESSNA,421A,0.0,0.0,0.0,8.0,8.0
1909,CESSNA,421B,25.0,17.0,6.0,46.0,94.0
1910,CESSNA,421C,38.0,11.0,1.0,62.0,112.0
1911,CESSNA,425,4.0,4.0,3.0,6.0,17.0
1912,CESSNA,441,20.0,0.0,0.0,48.0,68.0
1913,CESSNA,500,21.0,1.0,1.0,12.0,35.0
1914,CESSNA,501,21.0,3.0,1.0,14.0,39.0
1915,CESSNA,501SP,0.0,0.0,0.0,6.0,6.0
1916,CESSNA,510,1.0,2.0,0.0,22.0,25.0
1917,CESSNA,525,21.0,6.0,1.0,67.0,95.0
1918,CESSNA,525A,4.0,2.0,0.0,24.0,30.0
1919,CESSNA,525B,0.0,1.0,1.0,15.0,17.0
1920,CESSNA,525C,0.0,0.0,0.0,4.0,4.0
1921,CESSNA,550,19.0,22.0,11.0,80.0,132.0
1922,CESSNA,550B,2.0,0.0,0.0,0.0,2.0
1923,CESSNA,551,7.0,1.0,0.0,13.0,21.0
1924,CESSNA,560,14.0,1.0,1.0,56.0,72.0
1926,CESSNA,560XL,7.0,0.0,0.0,87.0,94.0
1927,CESSNA,650,9.0,1.0,0.0,23.0,33.0
1929,CESSNA,680,0.0,0.0,1.0,23.0,24.0
1930,CESSNA,750,5.0,0.0,0.0,14.0,19.0
1931,CESSNA,A-152,0.0,0.0,1.0,0.0,1.0
1932,CESSNA,A150,0.0,0.0,0.0,2.0,2.0
1933,CESSNA,A150K,0.0,2.0,0.0,1.0,3.0
1934,CESSNA,A150L,0.0,2.0,1.0,2.0,5.0
1935,CESSNA,A150M,0.0,0.0,2.0,4.0,6.0
1936,CESSNA,A152,9.0,0.0,0.0,0.0,9.0
1937,CESSNA,A185,8.0,17.0,8.0,104.0,137.0
1938,CESSNA,A185E,4.0,0.0,8.0,32.0,44.0
1939,CESSNA,A185F,23.0,20.0,0.0,163.0,206.0
1940,CESSNA,A188,12.0,4.0,4.0,14.0,34.0
1941,CESSNA,A188A,1.0,1.0,0.0,4.0,6.0
1942,CESSNA,A188B,4.0,9.0,6.0,43.0,62.0
1943,CESSNA,C-150G,0.0,0.0,2.0,0.0,2.0
1944,CESSNA,C-150H,0.0,0.0,0.0,1.0,1.0
1945,CESSNA,C-150J,0.0,0.0,0.0,1.0,1.0
1946,CESSNA,C-152,0.0,0.0,0.0,2.0,2.0
1947,CESSNA,C-170,0.0,0.0,0.0,1.0,1.0
1948,CESSNA,C-170A,0.0,0.0,0.0,1.0,1.0
1949,CESSNA,C-172,0.0,0.0,1.0,0.0,1.0
1950,CESSNA,C-172G,0.0,0.0,2.0,0.0,2.0
1951,CESSNA,C-172M,0.0,0.0,0.0,4.0,4.0
1952,CESSNA,C-172RG,0.0,0.0,0.0,2.0,2.0
1953,CESSNA,C-172S,0.0,0.0,0.0,1.0,1.0
1954,CESSNA,C-180,0.0,0.0,0.0,2.0,2.0
1955,CESSNA,C-180J,0.0,0.0,0.0,1.0,1.0
1956,CESSNA,C-182,0.0,0.0,0.0,5.0,5.0
1957,CESSNA,C-195,0.0,0.0,0.0,2.0,2.0
1958,CESSNA,C-207,0.0,0.0,0.0,5.0,5.0
1959,CESSNA,C-208CARAVAN,1.0,0.0,0.0,11.0,12.0
1960,CESSNA,C-210,0.0,1.0,0.0,0.0,1.0
1961,CESSNA,C-310Q,6.0,0.0,0.0,0.0,6.0
1962,CESSNA,C-425,0.0,0.0,0.0,2.0,2.0
1963,CESSNA,C150,0.0,0.0,0.0,1.0,1.0
1964,CESSNA,C152,0.0,0.0,0.0,2.0,2.0
1965,CESSNA,C170A,0.0,0.0,0.0,3.0,3.0
1966,CESSNA,C172,0.0,0.0,0.0,2.0,2.0
1967,CESSNA,C172F,0.0,0.0,0.0,1.0,1.0
1968,CESSNA,C172N,0.0,0.0,0.0,1.0,1.0
1969,CESSNA,C172R,0.0,0.0,0.0,1.0,1.0
1970,CESSNA,C172S,0.0,0.0,0.0,1.0,1.0
1971,CESSNA,C175A,0.0,0.0,1.0,0.0,1.0
1972,CESSNA,C182,4.0,0.0,0.0,0.0,4.0
1973,CESSNA,C185F,0.0,0.0,0.0,1.0,1.0
1974,CESSNA,C195A,0.0,0.0,0.0,2.0,2.0
1975,CESSNA,C208B,0.0,0.0,0.0,2.0,2.0
1977,CESSNA,C340A,0.0,0.0,0.0,2.0,2.0
1978,CESSNA,C421B,0.0,0.0,1.0,0.0,1.0
1979,CESSNA,C680,0.0,0.0,0.0,5.0,5.0
1980,CESSNA,CE-152,0.0,0.0,0.0,2.0,2.0
1981,CESSNA,CE-172M,0.0,0.0,0.0,1.0,1.0
1982,CESSNA,CE-180-A,0.0,0.0,0.0,1.0,1.0
1983,CESSNA,CE-208,0.0,1.0,0.0,8.0,9.0
1984,CESSNA,CE-560,0.0,0.0,0.0,8.0,8.0
1986,CESSNA,CESSNAR182,0.0,0.0,0.0,1.0,1.0
1987,CESSNA,CITATION500,0.0,0.0,0.0,1.0,1.0
1988,CESSNA,CITATION510,0.0,0.0,0.0,2.0,2.0
1989,CESSNA,CITATIONJET(525),0.0,0.0,0.0,7.0,7.0
1990,CESSNA,CJ1,0.0,0.0,0.0,4.0,4.0
1991,CESSNA,E162,0.0,1.0,2.0,1.0,4.0
1992,CESSNA,F-172,0.0,3.0,1.0,0.0,4.0
1993,CESSNA,F150,7.0,1.0,1.0,2.0,11.0
1994,CESSNA,F152,0.0,0.0,0.0,1.0,1.0
1995,CESSNA,F172,5.0,0.0,1.0,1.0,7.0
1996,CESSNA,F172N,1.0,0.0,0.0,0.0,1.0
1997,CESSNA,F177RG,0.0,0.0,0.0,7.0,7.0
1998,CESSNA,F182-Q,0.0,0.0,0.0,4.0,4.0
1999,CESSNA,FA150,1.0,0.0,0.0,1.0,2.0
2000,CESSNA,FR172,0.0,0.0,2.0,0.0,2.0
2001,CESSNA,FRA150,1.0,0.0,0.0,0.0,1.0
2002,CESSNA,K172R,4.0,0.0,0.0,0.0,4.0
2003,CESSNA,L-19,0.0,0.0,1.0,0.0,1.0
2004,CESSNA,L-19E,0.0,2.0,0.0,4.0,6.0
2005,CESSNA,L19,0.0,1.0,0.0,7.0,8.0
2006,CESSNA,L19-A,0.0,1.0,0.0,0.0,1.0
2007,CESSNA,LC-126C,0.0,0.0,0.0,4.0,4.0
2008,CESSNA,LC41,0.0,0.0,0.0,1.0,1.0
2009,CESSNA,LC41-550FG,0.0,0.0,0.0,9.0,9.0
2010,CESSNA,LC42-550FG,0.0,0.0,0.0,2.0,2.0
2011,CESSNA,M337B,3.0,0.0,0.0,3.0,6.0
2012,CESSNA,O1-A,0.0,0.0,0.0,1.0,1.0
2013,CESSNA,O1E,0.0,0.0,2.0,0.0,2.0
2014,CESSNA,P-210N,0.0,0.0,0.0,4.0,4.0
2015,CESSNA,P172D,0.0,1.0,0.0,1.0,2.0
2016,CESSNA,P206,6.0,10.0,3.0,20.0,39.0
2017,CESSNA,P206A,0.0,0.0,0.0,7.0,7.0
2018,CESSNA,P206B,5.0,0.0,4.0,3.0,12.0
2019,CESSNA,P206C,1.0,2.0,0.0,8.0,11.0
2020,CESSNA,P206D,0.0,0.0,0.0,1.0,1.0
2021,CESSNA,P210,19.0,8.0,4.0,20.0,51.0
2022,CESSNA,P210-N,0.0,2.0,0.0,1.0,3.0
2023,CESSNA,P210N,29.0,21.0,17.0,54.0,121.0
2024,CESSNA,P210R,0.0,0.0,1.0,4.0,5.0
2025,CESSNA,P337G,1.0,0.0,0.0,0.0,1.0
2026,CESSNA,P337H,3.0,0.0,0.0,4.0,7.0
2027,CESSNA,R172,2.0,5.0,4.0,8.0,19.0
2028,CESSNA,R172E,0.0,3.0,2.0,11.0,16.0
2029,CESSNA,R172E(T-41C),0.0,0.0,0.0,1.0,1.0
2030,CESSNA,R172HP,5.0,0.0,0.0,0.0,5.0
2031,CESSNA,R172K,21.0,6.0,5.0,30.0,62.0
2032,CESSNA,R182,23.0,10.0,2.0,75.0,110.0
2033,CESSNA,R182RG,0.0,0.0,0.0,3.0,3.0
2034,CESSNA,S550,7.0,0.0,0.0,2.0,9.0
2035,CESSNA,SKYHAWK172,0.0,0.0,0.0,1.0,1.0
2037,CESSNA,T-210L,1.0,0.0,0.0,0.0,1.0
2038,CESSNA,T-337C,0.0,0.0,0.0,3.0,3.0
2039,CESSNA,T-50,2.0,0.0,0.0,0.0,2.0
2040,CESSNA,T182,6.0,0.0,0.0,9.0,15.0
2041,CESSNA,T182-T,2.0,0.0,0.0,0.0,2.0
2042,CESSNA,T182RG,1.0,1.0,0.0,3.0,5.0
2043,CESSNA,T182T,9.0,11.0,0.0,44.0,64.0
2044,CESSNA,T188,2.0,0.0,2.0,3.0,7.0
2045,CESSNA,T188C,1.0,2.0,0.0,23.0,26.0
2046,CESSNA,T206,5.0,5.0,1.0,8.0,19.0
2047,CESSNA,T206G,2.0,0.0,1.0,0.0,3.0
2048,CESSNA,T206H,17.0,9.0,10.0,47.0,83.0
2049,CESSNA,T207,0.0,4.0,0.0,16.0,20.0
2050,CESSNA,T207-A,7.0,0.0,0.0,0.0,7.0
2051,CESSNA,T207A,3.0,19.0,14.0,14.0,50.0
2052,CESSNA,T210,30.0,17.0,11.0,43.0,101.0
2053,CESSNA,T210-F,0.0,0.0,0.0,3.0,3.0
2054,CESSNA,T210-H,0.0,0.0,0.0,1.0,1.0
2055,CESSNA,T210-L,0.0,0.0,0.0,2.0,2.0
2056,CESSNA,T210F,0.0,2.0,1.0,5.0,8.0
2057,CESSNA,T210G,1.0,2.0,1.0,12.0,16.0
2058,CESSNA,T210H,0.0,0.0,2.0,4.0,6.0
2059,CESSNA,T210J,0.0,0.0,2.0,1.0,3.0
2060,CESSNA,T210K,4.0,0.0,0.0,6.0,10.0
2061,CESSNA,T210L,11.0,9.0,18.0,53.0,91.0
2062,CESSNA,T210M,35.0,11.0,13.0,55.0,114.0
2063,CESSNA,T210N,27.0,13.0,17.0,87.0,144.0
2064,CESSNA,T210R,2.0,0.0,0.0,6.0,8.0
2065,CESSNA,T21OL,6.0,0.0,0.0,0.0,6.0
2066,CESSNA,T21OM,0.0,0.0,0.0,2.0,2.0
2067,CESSNA,T240,2.0,0.0,0.0,4.0,6.0
2068,CESSNA,T303,6.0,7.0,4.0,6.0,23.0
2069,CESSNA,T310,3.0,0.0,0.0,4.0,7.0
2070,CESSNA,T310P,0.0,0.0,2.0,0.0,2.0
2071,CESSNA,T310Q,5.0,0.0,1.0,0.0,6.0
2072,CESSNA,T310R,17.0,2.0,3.0,13.0,35.0
2073,CESSNA,T337,5.0,3.0,0.0,5.0,13.0
2074,CESSNA,T337B,1.0,0.0,0.0,2.0,3.0
2075,CESSNA,T337C,2.0,0.0,1.0,2.0,5.0
2076,CESSNA,T337D,1.0,0.0,0.0,0.0,1.0
2077,CESSNA,T337G,12.0,8.0,0.0,6.0,26.0
2078,CESSNA,T337H,0.0,2.0,0.0,0.0,2.0
2079,CESSNA,TP206,0.0,0.0,0.0,3.0,3.0
2080,CESSNA,TP206A,0.0,0.0,2.0,7.0,9.0
2081,CESSNA,TP206B,0.0,0.0,0.0,3.0,3.0
2082,CESSNA,TR-182,0.0,0.0,0.0,2.0,2.0
2083,CESSNA,TR182,17.0,7.0,4.0,56.0,84.0
2084,CESSNA,TRI82,2.0,0.0,0.0,0.0,2.0
2085,CESSNA,TU-206A,0.0,0.0,0.0,1.0,1.0
2086,CESSNA,TU-206F,0.0,0.0,3.0,0.0,3.0
2087,CESSNA,TU-206G,2.0,0.0,1.0,0.0,3.0
2088,CESSNA,TU206,22.0,7.0,7.0,26.0,62.0
2089,CESSNA,TU206-G,2.0,2.0,0.0,2.0,6.0
2090,CESSNA,TU206A,0.0,0.0,0.0,1.0,1.0
2091,CESSNA,TU206B,3.0,0.0,0.0,4.0,7.0
2092,CESSNA,TU206C,0.0,7.0,0.0,0.0,7.0
2093,CESSNA,TU206E,0.0,0.0,0.0,1.0,1.0
2094,CESSNA,TU206F,6.0,3.0,7.0,7.0,23.0
2095,CESSNA,TU206G,26.0,8.0,7.0,36.0,77.0
2096,CESSNA,TURBOCENTURIONT210,0.0,0.0,0.0,2.0,2.0
2097,CESSNA,U-206,0.0,0.0,0.0,3.0,3.0
2098,CESSNA,U-206G,4.0,2.0,0.0,0.0,6.0
2099,CESSNA,U206,36.0,19.0,17.0,68.0,140.0
2100,CESSNA,U206-C,0.0,0.0,0.0,2.0,2.0
2101,CESSNA,U206-G,7.0,1.0,0.0,2.0,10.0
2102,CESSNA,U206A,0.0,0.0,0.0,3.0,3.0
2103,CESSNA,U206B,0.0,0.0,0.0,14.0,14.0
2104,CESSNA,U206C,13.0,1.0,0.0,5.0,19.0
2105,CESSNA,U206D,0.0,0.0,0.0,1.0,1.0
2106,CESSNA,U206E,3.0,6.0,0.0,6.0,15.0
2107,CESSNA,U206F,40.0,8.0,11.0,37.0,96.0
2108,CESSNA,U206G,43.0,30.0,12.0,77.0,162.0
2109,CESSNA AIRCRAFT,162,0.0,2.0,0.0,0.0,2.0
2110,CESSNA AIRCRAFT,172,2.0,0.0,0.0,0.0,2.0
2111,CESSNA AIRCRAFT,172A,4.0,0.0,0.0,0.0,4.0
2112,CESSNA AIRCRAFT,177B,3.0,0.0,1.0,0.0,4.0
2113,CESSNA AIRCRAFT,182P,4.0,0.0,0.0,0.0,4.0
2114,CESSNA AIRCRAFT,210M,4.0,0.0,1.0,0.0,5.0
2115,CESSNA AIRCRAFT,A188,1.0,0.0,0.0,0.0,1.0
2116,CESSNA AIRCRAFT,T188,2.0,0.0,0.0,0.0,2.0
2117,CESSNA AIRCRAFT,T210L,0.0,0.0,1.0,0.0,1.0
2118,CESSNA AIRCRAFT,U206F,1.0,0.0,0.0,0.0,1.0
2119,CESSNA AIRCRAFT CO,162,1.0,2.0,2.0,11.0,16.0
2120,CESSNA AIRCRAFT CO,E162,0.0,1.0,0.0,9.0,10.0
2121,CESSNA AIRCRAFT CO,LC41-550FG,1.0,0.0,1.0,2.0,4.0
2122,CESSNA AIRCRAFT CO,LC42-550FG,2.0,0.0,0.0,0.0,2.0
2123,CESSNA AIRCRAFT CO.,162,1.0,0.0,0.0,0.0,1.0
2124,CESSNA AIRCRAFT COMPANY,152,2.0,0.0,0.0,0.0,2.0
2125,CESSNA AIRCRAFT COMPANY,162LSA,2.0,0.0,0.0,0.0,2.0
2126,CESSNA AIRCRAFT COMPANY,172R,1.0,0.0,1.0,0.0,2.0
