,Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Total.Passengers
4469,MARRERO ANDRES,STARDUSTER,0.0,0.0,0.0,1.0,1.0
4470,MARRIN,PITTSS-1,0.0,1.0,0.0,0.0,1.0
4471,MARSH AVIATION,S2F3AT,1.0,0.0,0.0,0.0,1.0
4472,MARSHALL,CH601HDS,1.0,0.0,1.0,0.0,2.0
4473,MARSHALL JAMES J,COZYMKIV,1.0,0.0,0.0,0.0,1.0
4474,MARTIN,404,0.0,0.0,0.0,2.0,2.0
4475,MARTIN,RANSS-7COURIER,0.0,0.0,0.0,1.0,1.0
4476,MARTIN CHARLES A,ZENITHSTOLCH750,0.0,0.0,0.0,1.0,1.0
4477,MARTIN CURTIS,ZENAIRCH701SP,0.0,2.0,0.0,0.0,2.0
4478,MARTIN EDWARD H,FIRESTARII,0.0,0.0,1.0,0.0,1.0
4479,MARTIN-PITTS,S1S,0.0,1.0,0.0,0.0,1.0
4480,MARVIN A. SMITH,PIETENPOLAIRCAMPER,0.0,1.0,0.0,0.0,1.0
4481,MARVIN FAULK,TINKERBELL,0.0,0.0,1.0,0.0,1.0
4483,MAS EVENTS,NEMESIS,0.0,1.0,0.0,0.0,1.0
4484,MASON,AVENTURAII,0.0,0.0,0.0,1.0,1.0
4485,MASON,FALCONARF-11,0.0,0.0,0.0,2.0,2.0
4486,MASON,RV-9A,0.0,0.0,0.0,1.0,1.0
4487,MASON HAL J,KITFOXMODEL1,1.0,0.0,0.0,0.0,1.0
4488,MASON ROBERT,KOLBMARK3X,0.0,0.0,1.0,0.0,1.0
4489,MATESKON,FISHERDAK,0.0,1.0,0.0,0.0,1.0
4490,MATHENY LARRY E,CHRISTAVIAMK1,0.0,0.0,2.0,0.0,2.0
4491,MATHEWS,PEGAZAI,0.0,0.0,1.0,0.0,1.0
4492,MATHIAS LINDA B,LIGHTNING,0.0,1.0,1.0,0.0,2.0
4493,MATHIEU,CASSUTT,0.0,0.0,1.0,0.0,1.0
4494,MATHIS MELVIN R,BUSHBYMUSTANGII,0.0,0.0,0.0,2.0,2.0
4495,MATTHEWS H THOMAS,JODELF11A,0.0,0.0,1.0,0.0,1.0
4496,MAUCK,RV-6A,1.0,0.0,0.0,0.0,1.0
4497,MAULE,BEEDEEM-4,0.0,0.0,1.0,0.0,1.0
4498,MAULE,BEEDEEM-4-210,1.0,0.0,0.0,0.0,1.0
4499,MAULE,M-4,0.0,0.0,0.0,14.0,14.0
4500,MAULE,M-4-180V,0.0,0.0,0.0,2.0,2.0
4501,MAULE,M-4-210,0.0,0.0,0.0,1.0,1.0
4502,MAULE,M-4-210C,0.0,0.0,1.0,5.0,6.0
4503,MAULE,M-4-220C,2.0,3.0,1.0,14.0,20.0
4504,MAULE,M-4C,0.0,0.0,0.0,2.0,2.0
4505,MAULE,M-5,6.0,0.0,0.0,6.0,12.0
4506,MAULE,M-5-180C,1.0,0.0,1.0,10.0,12.0
4507,MAULE,M-5-210C,0.0,0.0,1.0,28.0,29.0
4508,MAULE,M-5-220C,0.0,0.0,2.0,0.0,2.0
4509,MAULE,M-5-235,0.0,0.0,0.0,2.0,2.0
4510,MAULE,M-5-235-C,0.0,0.0,0.0,2.0,2.0
4511,MAULE,M-5-235C,5.0,1.0,2.0,25.0,33.0
4512,MAULE,M-5235C,0.0,0.0,0.0,1.0,1.0
4513,MAULE,M-6-235,4.0,2.0,1.0,8.0,15.0
4514,MAULE,M-7-235,2.0,0.0,0.0,7.0,9.0
4515,MAULE,M-7-235B,0.0,0.0,0.0,5.0,5.0
4516,MAULE,M-7-235C,1.0,2.0,0.0,3.0,6.0
4517,MAULE,M-7-260,0.0,0.0,0.0,5.0,5.0
4518,MAULE,M-7-260C,0.0,0.0,0.0,3.0,3.0
4519,MAULE,M-7-420AC,0.0,1.0,0.0,1.0,2.0
4520,MAULE,M-8-235,0.0,0.0,0.0,2.0,2.0
4521,MAULE,M4,0.0,0.0,0.0,5.0,5.0
4522,MAULE,M4-210C,0.0,0.0,0.0,3.0,3.0
4523,MAULE,M4-220C,0.0,0.0,0.0,3.0,3.0
4524,MAULE,M5,1.0,2.0,1.0,16.0,20.0
4525,MAULE,M5-210C,0.0,0.0,0.0,4.0,4.0
4526,MAULE,M5-235C,1.0,0.0,1.0,1.0,3.0
4527,MAULE,M6,3.0,1.0,1.0,0.0,5.0
4528,MAULE,M6-235,0.0,0.0,0.0,4.0,4.0
4529,MAULE,M7,6.0,6.0,3.0,15.0,30.0
4530,MAULE,M7-235,2.0,2.0,0.0,0.0,4.0
4531,MAULE,M7-235B,1.0,1.0,0.0,7.0,9.0
4532,MAULE,M7-235C,0.0,0.0,0.0,6.0,6.0
4533,MAULE,M7-260C,0.0,0.0,0.0,2.0,2.0
4534,MAULE,MA-7-235C,0.0,0.0,0.0,1.0,1.0
4535,MAULE,MT-7,2.0,0.0,0.0,1.0,3.0
4536,MAULE,MT-7-235,0.0,0.0,0.0,7.0,7.0
4537,MAULE,MT-7-260,0.0,0.0,1.0,0.0,1.0
4538,MAULE,MT7,0.0,1.0,0.0,1.0,2.0
4539,MAULE,MT7-235,0.0,1.0,0.0,1.0,2.0
4540,MAULE,MT7-260,0.0,0.0,0.0,1.0,1.0
4541,MAULE,MX-7,0.0,0.0,0.0,1.0,1.0
4542,MAULE,MX-7-160,0.0,1.0,0.0,2.0,3.0
4543,MAULE,MX-7-180A,0.0,0.0,0.0,6.0,6.0
4544,MAULE,MX-7-180B,0.0,0.0,0.0,1.0,1.0
4545,MAULE,MX-7-180C,1.0,0.0,1.0,4.0,6.0
4546,MAULE,MX-7-2325,0.0,0.0,0.0,2.0,2.0
4547,MAULE,MX-7-235,1.0,0.0,2.0,4.0,7.0
4548,MAULE,MX7,0.0,5.0,2.0,21.0,28.0
4549,MAULE,MX7-180,0.0,0.0,0.0,2.0,2.0
4550,MAULE,MX7-180A,0.0,0.0,0.0,2.0,2.0
4551,MAULE,MX7-180B,0.0,0.0,0.0,1.0,1.0
4552,MAULE,MX7-180C,0.0,0.0,0.0,1.0,1.0
4553,MAULE,MX7-235,0.0,0.0,0.0,3.0,3.0
4554,MAULE,MX7235,0.0,0.0,0.0,1.0,1.0
4555,MAULE,MXT-7-180,1.0,1.0,0.0,4.0,6.0
4556,MAULE,MXT-7-180A,2.0,1.0,1.0,11.0,15.0
4557,MAULE,MXT7,0.0,0.0,1.0,2.0,3.0
4558,MAULE AIRCRAFT CORP,M-5-235C,1.0,1.0,0.0,0.0,2.0
4559,MAURER ELMO A,VSTARSA900,0.0,0.0,1.0,0.0,1.0
4560,MAX A BOESIGER JR,PULSAR,0.0,0.0,0.0,1.0,1.0
4561,MAXAIR,DRIFTER,1.0,1.0,1.0,0.0,3.0
4562,MAXAIR,MU582DRIFTER,1.0,1.0,0.0,0.0,2.0
4563,MAXAIR DRIFTER,DRIFTERII,0.0,2.0,0.0,0.0,2.0
4564,MAXCY CHRISTOPHER L,STOLKING,0.0,0.0,0.0,1.0,1.0
4565,MAXFLY INC/MCKAY WM,SEAREY,0.0,1.0,0.0,1.0,2.0
4566,MAXSON PHIL,ZODIACCH601XL,0.0,2.0,0.0,0.0,2.0
4567,MAYO,RV-6A,2.0,0.0,0.0,0.0,2.0
4568,MAYS,KITFOXLITE2,0.0,0.0,0.0,1.0,1.0
4569,MAYSMIKE,PITTSS1S,0.0,0.0,0.0,1.0,1.0
4570,MAZUREK KEITH P,ZODIAC601XL,0.0,0.0,0.0,3.0,3.0
4571,MCADAM W E,CHRISTENEAGLEII,0.0,0.0,0.0,1.0,1.0
4572,MCARTHUR,STEENSKYBOLT,0.0,0.0,0.0,1.0,1.0
4573,MCCAIN,RV-8,0.0,0.0,0.0,1.0,1.0
4574,MCCALL,KR-2,2.0,0.0,0.0,0.0,2.0
4575,MCCAULEY GENE E,RV-6A,0.0,2.0,0.0,0.0,2.0
4576,MCCLARY,MONGSPORT,1.0,0.0,0.0,0.0,1.0
4577,MCCLEERY,RANSS6ES,0.0,0.0,0.0,2.0,2.0
4578,MCCLISH,B85C,0.0,1.0,0.0,0.0,1.0
4579,MCCLISH,FUNKB85C,0.0,0.0,0.0,2.0,2.0
4580,MCCLURE B J,GLASAIRIII,0.0,0.0,1.0,0.0,1.0
4581,MCCLUSKEY,CHALLENGERII,0.0,0.0,0.0,1.0,1.0
4582,MCCORKLE ROBERT B,RANSS-12AIRAILE,1.0,0.0,0.0,0.0,1.0
4583,MCCRARY BOBBY C JR,RV4,0.0,0.0,1.0,1.0,2.0
4584,MCCULLEY RONALD,W-8,0.0,0.0,1.0,1.0,2.0
4585,MCCULLOCH JERRY,RV-4,0.0,1.0,0.0,0.0,1.0
4586,MCCURDY,PROSTARPT-2,0.0,1.0,0.0,0.0,1.0
4587,MCCURRY CHARLES P,F1ROCKET,0.0,0.0,2.0,0.0,2.0
4588,MCDANIEL,RV-6-CH,2.0,0.0,0.0,0.0,2.0
4589,MCDANIEL JAMES D,TROJANTA16,0.0,0.0,0.0,1.0,1.0
4590,MCDANIELS,KITFOXCLASSICIV,0.0,0.0,0.0,2.0,2.0
4591,MCDONALD DOUGLAS,DC-10,0.0,0.0,0.0,136.0,136.0
4592,MCDONALD HOWARD BRIAN,ZENAIR701,0.0,0.0,0.0,2.0,2.0
4593,MCDONALD LYNN B,AVIDFLYERMARKIV,0.0,0.0,0.0,1.0,1.0
4594,MCDONNELL DOUGLAS,DC-10,0.0,0.0,0.0,3.0,3.0
4595,MCDONNELL DOUGLAS,DC-10-10,0.0,7.0,19.0,142.0,168.0
4596,MCDONNELL DOUGLAS,DC-10-30,20.0,17.0,79.0,1418.0,1534.0
4597,MCDONNELL DOUGLAS,DC-10-30F,0.0,0.0,0.0,393.0,393.0
4598,MCDONNELL DOUGLAS,DC-10-40F,0.0,0.0,0.0,5.0,5.0
4599,MCDONNELL DOUGLAS,DC-8F,0.0,0.0,4.0,0.0,4.0
4600,MCDONNELL DOUGLAS,DC-9-15,1.0,0.0,1.0,75.0,77.0
4601,MCDONNELL DOUGLAS,DC-9-41,0.0,1.0,0.0,74.0,75.0
4602,MCDONNELL DOUGLAS,DC-9-50,0.0,0.0,0.0,57.0,57.0
4603,MCDONNELL DOUGLAS,DC-9-51,3.0,1.0,47.0,210.0,261.0
4604,MCDONNELL DOUGLAS,DC-9-82,0.0,0.0,0.0,399.0,399.0
4605,MCDONNELL DOUGLAS,DC-9-82(MD-82),0.0,0.0,1.0,226.0,227.0
4606,MCDONNELL DOUGLAS,DC-9-83,0.0,2.0,0.0,241.0,243.0
4608,MCDONNELL DOUGLAS,DC-9-87,0.0,1.0,0.0,20.0,21.0
4609,MCDONNELL DOUGLAS,DC10,0.0,4.0,1.0,160.0,165.0
4610,MCDONNELL DOUGLAS,DC10-10F,0.0,0.0,0.0,3.0,3.0
4611,MCDONNELL DOUGLAS,DC8-73,0.0,0.0,0.0,3.0,3.0
4612,MCDONNELL DOUGLAS,DC9,0.0,0.0,1.0,44.0,45.0
4613,MCDONNELL DOUGLAS,DC933F,0.0,0.0,0.0,3.0,3.0
4614,MCDONNELL DOUGLAS,DC982(MD-82),0.0,0.0,0.0,3.0,3.0
4615,MCDONNELL DOUGLAS,DC983(MD-83),0.0,7.0,2.0,344.0,353.0
4618,MCDONNELL DOUGLAS,MD-11,0.0,0.0,200.0,785.0,985.0
4619,MCDONNELL DOUGLAS,MD-11F,0.0,0.0,0.0,10.0,10.0
4620,MCDONNELL DOUGLAS,MD-80,0.0,0.0,0.0,153.0,153.0
4621,MCDONNELL DOUGLAS,MD-81,0.0,0.0,0.0,186.0,186.0
4623,MCDONNELL DOUGLAS,MD-83,0.0,0.0,0.0,311.0,311.0
4624,MCDONNELL DOUGLAS,MD-88,2.0,2.0,3.0,285.0,292.0
4625,MCDONNELL DOUGLAS,MD-90,0.0,0.0,0.0,172.0,172.0
4626,MCDONNELL DOUGLAS,MD-90-30,0.0,0.0,0.0,70.0,70.0
4627,MCDONNELL DOUGLAS,MD10-10F,0.0,0.0,0.0,2.0,2.0
4628,MCDONNELL DOUGLAS,MD11,5.0,2.0,5.0,281.0,293.0
4629,MCDONNELL DOUGLAS,MD11-F,0.0,0.0,0.0,6.0,6.0
4630,MCDONNELL DOUGLAS,MD11F,0.0,0.0,1.0,3.0,4.0
4631,MCDONNELL DOUGLAS,MD80,0.0,14.0,0.0,894.0,908.0
4632,MCDONNELL DOUGLAS,MD80-80,0.0,0.0,0.0,250.0,250.0
4635,MCDONNELL DOUGLAS,MD83,0.0,0.0,0.0,501.0,501.0
4637,MCDONNELL DOUGLAS,MD88,0.0,1.0,4.0,781.0,786.0
4638,MCDONNELL DOUGLAS,MD90,0.0,0.0,0.0,162.0,162.0
4639,MCDONNELL DOUGLAS,MD90-30,0.0,0.0,1.0,308.0,309.0
4640,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,0.0,0.0,0.0,348.0,348.0
4641,MCDONNELL DOUGLAS AIRCRAFT CO,MD88,0.0,0.0,0.0,337.0,337.0
4642,MCDONNELL DOUGLAS CORPORATION,MD88,0.0,0.0,0.0,153.0,153.0
4643,MCDONNELL-DOUGLAS,DC-10-10,0.0,1.0,0.0,154.0,155.0
4644,MCDONNELL-DOUGLAS,DC-10-30,0.0,0.0,14.0,207.0,221.0
4645,MCFARLAND BILL,CHALLENGERII,1.0,0.0,0.0,0.0,1.0
4646,MCFARLAND WM H,RANSS6S,0.0,1.0,1.0,0.0,2.0
4647,MCGLASHAN,T-51MUSTANG,0.0,0.0,0.0,1.0,1.0
4648,MCGLAUGHLIN RICHARD,SPORTSMANGS2,0.0,0.0,0.0,1.0,1.0
4649,MCGRATH ROBERT F,SONEX,1.0,0.0,0.0,0.0,1.0
4650,MCHENRY GEORGE B JR,KR2S,1.0,0.0,0.0,0.0,1.0
4651,MCHOLLAND,GLASTAR,0.0,0.0,0.0,1.0,1.0
4652,MCHUGH TONY,KITFOXMODEL1,1.0,0.0,0.0,0.0,1.0
4653,MCINTOSH DONALD W,KITFOXSERIES7,0.0,0.0,0.0,2.0,2.0
4654,MCKAY GENE,RV-9A,0.0,2.0,0.0,0.0,2.0
4655,MCKEEHAN JAMES F,ACRODUSTERIISA750,1.0,0.0,0.0,1.0,2.0
4656,MCKENNA,SD-1A,0.0,0.0,0.0,1.0,1.0
4657,MCKENNA GLEN R,ZENITHCH701,0.0,0.0,0.0,1.0,1.0
4658,MCKENNA JAMES E,AVID-CATAL,1.0,0.0,0.0,0.0,1.0
4659,MCKENZIE,LANCAIRIV-PTURBINE,3.0,0.0,0.0,0.0,3.0
4660,MCKENZIE DOUGLAS E,STOLCH750,0.0,1.0,0.0,0.0,1.0
4661,MCKENZIE JOHN P,EUROPAXS,0.0,0.0,0.0,1.0,1.0
4662,MCKINLEY EAA,P-2BIPLANE,0.0,0.0,0.0,1.0,1.0
4663,MCKINNEY CHARLES R,SEAREY,0.0,0.0,0.0,2.0,2.0
4664,MCLEOD ALAN,FW-1901/2SCALE,1.0,0.0,0.0,0.0,1.0
4665,MCMICHAEL ELMER L,LANCAIR360,0.0,0.0,0.0,1.0,1.0
4666,MCMILLAN JOEL L,AVIDSW65,0.0,0.0,1.0,0.0,1.0
4667,MCMURRAY DAVID C,SEAREY,1.0,0.0,0.0,0.0,1.0
4668,MCNICHOLAS,S-12,0.0,1.0,0.0,0.0,1.0
4669,MCNULTY JOHN S,AEROLITE103,0.0,0.0,1.0,0.0,1.0
4670,MCPHERSON JOHN G,PIETENPOLAIRCAMPER,0.0,0.0,0.0,1.0,1.0
4671,MCSWAIN,JA30,0.0,1.0,0.0,0.0,1.0
4672,MDS FYING LLC,ZENITHZODIACCH650,0.0,0.0,0.0,1.0,1.0
4673,MEAD,RV8A,0.0,1.0,0.0,1.0,2.0
4674,MEDWAY,RAVEN,0.0,0.0,0.0,1.0,1.0
4675,MELBORN JOE B,KOLBSPORT600,0.0,2.0,0.0,0.0,2.0
4676,MELLEMA,BEDE4,0.0,0.0,2.0,0.0,2.0
4677,MELVIN K CALLEN,BACKCOUNTRYSUPERCUB,0.0,0.0,0.0,1.0,1.0
4678,MENDENHALL,LANCAIR235,0.0,0.0,0.0,1.0,1.0
4679,MENEFEE,RAFVARI-EZE,0.0,0.0,1.0,0.0,1.0
4680,MENZIMER GARY RAY,FIRESTAR,0.0,1.0,0.0,0.0,1.0
4681,MERCER,AVIDFLYERMKIV,0.0,0.0,0.0,1.0,1.0
4682,MERCER,OWLRACER65-2,1.0,0.0,0.0,0.0,1.0
4683,MERIAN RICHARD F,RV8,0.0,0.0,0.0,2.0,2.0
4684,MERIT AVIATION LLC,CCX-2000,0.0,0.0,0.0,2.0,2.0
4685,MERIWETHER JON,ARIONLIGHTNING,1.0,0.0,0.0,0.0,1.0
4686,MERKEL,ACROSPORTII,0.0,0.0,0.0,1.0,1.0
4687,MERRELL STEPHEN,F1ROCKET,0.0,0.0,0.0,1.0,1.0
4688,MERRITT LESLIE R,KELLYD,0.0,1.0,0.0,1.0,2.0
4689,MERWIN,KITFOX,0.0,0.0,0.0,2.0,2.0
4690,MESCHLER GARY R,RV-4,0.0,0.0,0.0,2.0,2.0
4691,MESHKO ZENAIR,CH-701,0.0,1.0,0.0,0.0,1.0
4692,MESSING ROY,SONEX,0.0,0.0,0.0,1.0,1.0
4693,METCALFE ROBERT B,VANSRV6,0.0,0.0,0.0,1.0,1.0
4694,MEUER MARK,SA900VST,0.0,0.0,0.0,1.0,1.0
4695,MEUER MARK,SA900VSTAR,0.0,1.0,0.0,0.0,1.0
4696,MEYER,LEGACY,1.0,0.0,0.0,0.0,1.0
4697,MEYER,MEYER-LEGACY,0.0,0.0,0.0,1.0,1.0
4698,MEYER CLAIR O,2/3P51B/CMUSTANG,1.0,0.0,0.0,0.0,1.0
4699,MEYER FRED J,HORNET,1.0,0.0,0.0,0.0,1.0
4700,MEYER GEOFFREY A,GOAT,0.0,0.0,0.0,2.0,2.0
4701,MEYER ROBERT,AIRCAM,0.0,0.0,0.0,1.0,1.0
4702,MEYERES F L/MEYERES M M,SKYSTARKTFOXCLSC4,0.0,0.0,2.0,0.0,2.0
4703,MEYERS,200,0.0,1.0,0.0,1.0,2.0
4704,MEYERS,LITTLETOOT,0.0,0.0,0.0,1.0,1.0
4705,MEYERS,MAC145,0.0,0.0,0.0,2.0,2.0
4706,MEYERS,MIDGET0100,1.0,0.0,0.0,0.0,1.0
4707,MEYERS,OTW,0.0,0.0,0.0,2.0,2.0
4708,MEYERS,OTW-160,0.0,0.0,0.0,2.0,2.0
4709,MEYERS,OTW160,0.0,0.0,0.0,2.0,2.0
4710,MEYERS AIRCRAFT CO.,MAC-145,0.0,0.0,0.0,1.0,1.0
4711,MEYERS INDUSTRIES INC,200A,0.0,0.0,0.0,2.0,2.0
4712,MEYERS INDUSTRIES INC,200C,0.0,0.0,0.0,1.0,1.0
4713,MICCO AIRCRAFT COMPANY,MAC-145A,0.0,0.0,0.0,2.0,2.0
4714,MICCO AIRCRAFT COMPANY,MAC-145B,0.0,0.0,0.0,1.0,1.0
4715,MICHAEL A. WATSON,VELOCITYELITERG,0.0,0.0,0.0,3.0,3.0
4716,MICHAEL ADAMCZYK,ZENITHCH750,0.0,0.0,0.0,1.0,1.0
4717,MICHAEL CANS,RV-8,0.0,0.0,0.0,1.0,1.0
4718,MICHAEL DEAN GRISSOM,GRISSOMPOBERPIXIE,0.0,0.0,0.0,1.0,1.0
4719,MICHAEL J ROBBINS,SEAREY,0.0,0.0,0.0,2.0,2.0
4720,MICHAEL J. KOHOUT,GLASSAIRIII,0.0,0.0,2.0,0.0,2.0
4721,MICHAEL MONEYHAN,MAGNUM,0.0,0.0,2.0,0.0,2.0
4722,MICHAEL MURATORE,VANS,0.0,0.0,0.0,1.0,1.0
4723,MICHAEL S. LOGAN,KITFOX,1.0,0.0,0.0,0.0,1.0
4724,MICHAEL WILSON,MURPHYSPIRIT,0.0,0.0,0.0,1.0,1.0
4725,MICHAELIAN,LANCAIRIV-TP,1.0,0.0,0.0,0.0,1.0
4726,MICHEL PAUL JOHN,MURPHYREBEL,0.0,0.0,0.0,1.0,1.0
4727,MICKLER LARRY J,RV6A,0.0,0.0,1.0,0.0,1.0
4728,MICROLITES PTYLTD,DRAGONFLYB,0.0,0.0,2.0,0.0,2.0
4729,MID-SOUTH CUSTOM CRAFT INC,SH-2R,0.0,0.0,0.0,2.0,2.0
4730,MIDGET,MUSTANG,0.0,0.0,0.0,1.0,1.0
4731,MIGAS,RV9-A,0.0,0.0,1.0,0.0,1.0
4732,MIGNET,HM293,0.0,0.0,1.0,0.0,1.0
4733,MIKE REED,SUPERCUB,0.0,1.0,0.0,0.0,1.0
4734,MIKOYAN GUREVICH,MIG21MF,0.0,1.0,0.0,0.0,1.0
4735,MIKOYAN GUREVICH,MIG21UM,0.0,0.0,1.0,0.0,1.0
4736,MILESKI,ZENAIR,0.0,0.0,0.0,2.0,2.0
4737,MILHOLLAND,KELLYD,0.0,0.0,0.0,1.0,1.0
4738,MILLER,AVIDFLYER,0.0,1.0,0.0,0.0,1.0
4739,MILLER,LONGEZ/XP,0.0,0.0,1.0,0.0,1.0
4740,MILLER,RUTANLONG-EZ,0.0,0.0,0.0,1.0,1.0
4741,MILLER,RV6,1.0,0.0,0.0,0.0,1.0
4742,MILLER,TUFTST-3-160,1.0,0.0,0.0,0.0,1.0
4743,MILLER CHARLES W,VANSRV-7A,1.0,0.0,0.0,0.0,1.0
4744,MILLER GREGORY S,BUSHWACKER,0.0,0.0,0.0,1.0,1.0
4745,MILLER GREGORY SCOTT,GOTROCKS,0.0,0.0,0.0,2.0,2.0
4746,MILLER J KIRTLEY,RV-6,1.0,0.0,0.0,0.0,1.0
4747,MILLER RAYMOND A,SONEXWAIEX,1.0,0.0,0.0,0.0,1.0
4748,MILLER ROGER,THATCHERCX4,0.0,0.0,1.0,0.0,1.0
4749,MILLER STEVEN M,RV6A,0.0,0.0,2.0,0.0,2.0
4750,MILLER-THORP,T-18TIGER,0.0,1.0,0.0,1.0,2.0
4751,MILLER/CULPEPPER,CHRISTENEAGLEII,0.0,1.0,1.0,0.0,2.0
4752,MILLHOUSE D SCOTT,KITFOXII,0.0,2.0,0.0,0.0,2.0
4753,MILLS,GS-2,0.0,0.0,0.0,2.0,2.0
4754,MILLS MICHAEL,S1L,1.0,0.0,0.0,0.0,1.0
4755,MILLSAP DENNIS,RV-6A,0.0,0.0,2.0,0.0,2.0
4756,MILTENBERGER,FAMILYFUN,0.0,1.0,0.0,1.0,2.0
4757,MINI MAX,1200,0.0,0.0,1.0,0.0,1.0
4758,MINI-MAX,1600RSPORT,0.0,0.0,0.0,1.0,1.0
4759,MISCHKE,BD-5B,0.0,0.0,1.0,0.0,1.0
4760,MITCHELL,KR-2S,0.0,0.0,1.0,0.0,1.0
4761,MITCHELL DAVID N,LANCAIRIVP,1.0,0.0,1.0,0.0,2.0
4762,MITCHELL DERRYLE V,RANSS7COURIER,0.0,0.0,0.0,1.0,1.0
4763,MITSUBISHI,MU-2,0.0,0.0,0.0,2.0,2.0
4764,MITSUBISHI,MU-2B,0.0,2.0,4.0,1.0,7.0
4765,MITSUBISHI,MU-2B-20,0.0,0.0,1.0,10.0,11.0
4766,MITSUBISHI,MU-2B-25,6.0,0.0,0.0,5.0,11.0
4767,MITSUBISHI,MU-2B-26A,0.0,1.0,0.0,0.0,1.0
4768,MITSUBISHI,MU-2B-30,6.0,1.0,0.0,0.0,7.0
4769,MITSUBISHI,MU-2B-35,1.0,0.0,0.0,0.0,1.0
4770,MITSUBISHI,MU-2B-36,0.0,1.0,0.0,1.0,2.0
4771,MITSUBISHI,MU-2B-60,5.0,1.0,0.0,5.0,11.0
4772,MITSUBISHI,MU2,0.0,0.0,0.0,1.0,1.0
4773,MITSUBISHI,MU2B,18.0,0.0,0.0,4.0,22.0
4774,MITSUBISHI,MU2B-25,1.0,0.0,0.0,1.0,2.0
4775,MITSUBISHI,MU2B-40,1.0,0.0,6.0,1.0,8.0
4776,MKII CORPORATION,LANCAIRLEGACY2000,0.0,0.0,0.0,2.0,2.0
4777,MOBI-LIGHT,CCX-2300,0.0,0.0,0.0,2.0,2.0
4778,MOE-PIETENPOL,AIRCAMPERA,0.0,0.0,0.0,1.0,1.0
4779,MOFFITT OSCAR/ KIT PROSTAR A/C,PT2,0.0,1.0,0.0,0.0,1.0
4780,MOLINO OY,MU2-2B-25,0.0,0.0,0.0,5.0,5.0
4781,MONG,SPORT1,0.0,0.0,0.0,1.0,1.0
4782,MONG SPORT,MS-1,0.0,1.0,0.0,0.0,1.0
4783,MONNETT,SONERAI,0.0,0.0,0.0,1.0,1.0
4784,MONNETT JOHN T JR,SONEXSA,2.0,0.0,0.0,0.0,2.0
4785,MONOCOUPE,110,0.0,0.0,2.0,1.0,3.0
4786,MONOCOUPE,110SP,1.0,0.0,0.0,0.0,1.0
4787,MONOCOUPE,110SPECIAL,0.0,0.0,0.0,1.0,1.0
4788,MONOCOUPE,90AF,1.0,0.0,0.0,0.0,1.0
4789,MONOCOUPE AIRCRAFT,90A,0.0,0.0,1.0,0.0,1.0
4790,MONROE DENNIS,RV-7,2.0,0.0,0.0,0.0,2.0
4791,MONROIG PEDRO J,RANSS-6S,1.0,0.0,0.0,0.0,1.0
4792,MONTANA,COYOTE,0.0,0.0,0.0,2.0,2.0
4793,MONTE CLARK,VANSRV8,0.0,0.0,0.0,1.0,1.0
4794,MOODY-SIPLE,A,0.0,0.0,0.0,1.0,1.0
4795,MOONEY,231,0.0,0.0,0.0,2.0,2.0
4796,MOONEY,M-18L,0.0,0.0,0.0,1.0,1.0
4797,MOONEY,M-20,1.0,0.0,0.0,4.0,5.0
4798,MOONEY,M-20C,10.0,0.0,0.0,1.0,11.0
4799,MOONEY,M-20E,0.0,0.0,1.0,1.0,2.0
4800,MOONEY,M-20F,0.0,0.0,3.0,4.0,7.0
4801,MOONEY,M-20G,0.0,0.0,0.0,2.0,2.0
4802,MOONEY,M-20J,0.0,0.0,0.0,7.0,7.0
4803,MOONEY,M-20K,1.0,0.0,0.0,0.0,1.0
4804,MOONEY,M10,0.0,1.0,0.0,0.0,1.0
4805,MOONEY,M20,6.0,10.0,1.0,20.0,37.0
4806,MOONEY,M20-C,0.0,0.0,0.0,1.0,1.0
4807,MOONEY,M20A,3.0,4.0,6.0,2.0,15.0
4808,MOONEY,M20B,6.0,2.0,4.0,6.0,18.0
4809,MOONEY,M20C,32.0,22.0,23.0,38.0,115.0
4810,MOONEY,M20D,1.0,1.0,0.0,4.0,6.0
4811,MOONEY,M20E,31.0,6.0,14.0,33.0,84.0
4812,MOONEY,M20E-NOSERIES,0.0,0.0,0.0,2.0,2.0
4813,MOONEY,M20F,25.0,8.0,11.0,50.0,94.0
4814,MOONEY,M20G,1.0,1.0,1.0,7.0,10.0
4815,MOONEY,M20J,51.0,21.0,26.0,109.0,207.0
4816,MOONEY,M20K,20.0,2.0,9.0,23.0,54.0
4817,MOONEY,M20L,0.0,1.0,1.0,0.0,2.0
4818,MOONEY,M20L-NOSERIES,1.0,0.0,1.0,0.0,2.0
4819,MOONEY,M20M,12.0,2.0,4.0,29.0,47.0
4820,MOONEY,M20R,5.0,2.0,3.0,27.0,37.0
4821,MOONEY,M20S,2.0,0.0,0.0,1.0,3.0
4822,MOONEY,M20TN,0.0,0.0,2.0,3.0,5.0
4823,MOONEY,M20V,0.0,0.0,1.0,0.0,1.0
4824,MOONEY,M22,0.0,0.0,0.0,2.0,2.0
4825,MOONEY,M2OJ,2.0,0.0,0.0,0.0,2.0
4826,MOONEY AIRCRAFT CORP,M20S,0.0,0.0,1.0,0.0,1.0
4827,MOONEY AIRCRAFT CORP.,M20,1.0,1.0,0.0,1.0,3.0
